Trade,Lane,EntryTime,ExitTime,EntryYear,EntryHour,Side,Volume,EntryPrice,ExitPrice,InitialStop,InitialTarget,InitialRiskMoney,RiskR,HoldMinutes,Profit,EntryComment,ExitComment
268,ADAPTIVE_TREND,2019-07-30T01:05:00,2019-07-31T21:50:40,2019,1,buy,0.01,1426.09,1414.21,1414.21,1449.85,11.88,-1.010943,2685.67,-12.01,ATB_H4_BUY,sl 1414.21
269,MOMENTUM,2019-08-05T16:00:00,2019-08-05T18:06:40,2019,16,buy,0.02,1462.8,1454.96,1454.96,1478.49,15.68,-1.0,126.67,-15.68,MTSM_BUY,sl 1454.96
270,M15_SQUEEZE,2019-08-06T13:00:00,2019-08-06T14:25:40,2019,13,buy,0.06,1463.28,1465.92,1461.52,1465.92,10.56,1.5,85.67,15.84,M15SQ_BUY,tp 1465.92
271,M15_SQUEEZE,2019-08-09T06:15:00,2019-08-09T08:31:40,2019,6,buy,0.04,1507.24,1504.51,1504.51,1511.34,10.92,-1.0,136.67,-10.92,M15SQ_BUY,sl 1504.51
272,MOMENTUM,2019-08-13T10:00:00,2019-08-13T15:04:40,2019,10,buy,0.01,1522.56,1523.41,1514.09,1539.49,8.47,0.100354,304.67,0.85,MTSM_BUY,sl 1523.41
273,MOMENTUM,2019-08-28T15:00:00,2019-08-28T16:50:40,2019,15,buy,0.02,1545.61,1537.69,1537.69,1561.46,15.84,-1.0,110.67,-15.84,MTSM_BUY,sl 1537.69
274,MOMENTUM,2019-08-29T10:00:00,2019-08-29T11:00:40,2019,10,buy,0.01,1549.47,1540.35,1540.35,1567.72,9.12,-1.0,60.67,-9.12,MTSM_BUY,sl 1540.35
275,MOMENTUM,2019-09-20T09:00:00,2019-09-20T15:00:00,2019,9,buy,0.02,1505.84,1499.79,1499.3,1518.91,13.08,-0.925076,360.0,-12.1,MTSM_BUY,
276,MOMENTUM,2019-09-23T17:00:00,2019-09-24T03:00:00,2019,17,buy,0.02,1522.46,1520.77,1515.93,1535.52,13.06,-0.277948,600.0,-3.63,MTSM_BUY,
277,M15_SQUEEZE,2019-09-27T08:45:00,2019-09-27T09:10:40,2019,8,sell,0.09,1505.45,1503.76,1506.58,1503.76,10.17,1.495575,25.67,15.21,M15SQ_SELL,tp 1503.76
278,M15_SQUEEZE,2019-10-04T13:45:00,2019-10-04T13:51:40,2019,13,buy,0.09,1510.2,1508.99,1508.99,1512.01,10.89,-1.0,6.67,-10.89,M15SQ_BUY,sl 1508.99
279,M15_SQUEEZE,2019-10-08T08:15:00,2019-10-08T08:25:40,2019,8,sell,0.07,1489.98,1491.45,1491.45,1487.78,10.29,-1.0,10.67,-10.29,M15SQ_SELL,sl 1491.45
280,MOMENTUM,2019-10-14T13:00:00,2019-10-15T10:00:00,2019,13,buy,0.01,1494.52,1490.4,1485.18,1513.2,9.34,-0.455032,1260.0,-4.25,MTSM_BUY,
281,MOMENTUM,2019-10-23T10:00:00,2019-10-24T11:00:00,2019,10,buy,0.04,1491.7,1489.83,1487.88,1499.35,15.28,-0.588351,1500.0,-8.99,MTSM_BUY,
282,MOMENTUM,2019-10-25T11:00:00,2019-10-25T18:17:40,2019,11,buy,0.02,1507.02,1507.6,1501.27,1518.52,11.5,0.10087,437.67,1.16,MTSM_BUY,sl 1507.60
283,MOMENTUM,2019-10-31T10:00:00,2019-10-31T14:32:40,2019,10,buy,0.03,1500.43,1509.11,1496.09,1509.11,13.02,2.0,272.67,26.04,MTSM_BUY,tp 1509.11
284,M15_SQUEEZE,2019-11-12T07:30:00,2019-11-12T07:36:40,2019,7,sell,0.18,1455.21,1454.27,1455.83,1454.27,11.16,1.516129,6.67,16.92,M15SQ_SELL,tp 1454.27
285,MOMENTUM,2019-11-13T08:00:00,2019-11-14T04:00:00,2019,8,buy,0.03,1461.43,1461.67,1456.79,1470.7,13.92,-0.029454,1200.0,-0.41,MTSM_BUY,
286,MOMENTUM,2019-11-14T11:00:00,2019-11-15T02:00:00,2019,11,buy,0.02,1469.82,1469.2,1463.7,1482.06,12.24,-0.121732,900.0,-1.49,MTSM_BUY,
287,MOMENTUM,2019-11-20T10:00:00,2019-11-20T14:26:40,2019,10,buy,0.03,1477.9,1472.39,1472.39,1488.91,16.53,-1.0,266.67,-16.53,MTSM_BUY,sl 1472.39
288,M15_SQUEEZE,2019-11-25T14:00:00,2019-11-25T15:01:40,2019,14,sell,0.09,1457.09,1458.27,1458.27,1455.32,10.62,-1.0,61.67,-10.62,M15SQ_SELL,sl 1458.27
289,MOMENTUM,2019-12-04T10:00:00,2019-12-04T11:07:40,2019,10,buy,0.02,1484.01,1478.21,1478.21,1495.61,11.6,-1.0,67.67,-11.6,MTSM_BUY,sl 1478.21
290,M15_SQUEEZE,2019-12-05T14:45:00,2019-12-05T15:06:40,2019,14,buy,0.08,1476.49,1478.36,1475.24,1478.36,10.0,1.496,21.67,14.96,M15SQ_BUY,tp 1478.36
291,MOMENTUM,2019-12-13T15:00:00,2019-12-13T16:02:40,2019,15,buy,0.02,1473.84,1467.67,1467.67,1486.18,12.34,-1.0,62.67,-12.34,MTSM_BUY,sl 1467.67
292,ADAPTIVE_TREND,2019-12-19T20:00:00,2019-12-24T19:27:40,2019,20,buy,0.01,1480.02,1500.03,1470.01,1500.03,10.01,1.96004,7167.67,19.62,ATB_H4_BUY,tp 1500.03
293,MOMENTUM,2019-12-26T16:00:00,2019-12-27T08:27:40,2019,16,buy,0.03,1508.04,1508.53,1503.16,1517.8,14.64,0.074454,987.67,1.09,MTSM_BUY,sl 1508.53
294,M15_SQUEEZE,2020-01-02T13:45:00,2020-01-02T15:19:40,2020,13,buy,0.08,1522.36,1524.35,1521.03,1524.35,10.64,1.496241,94.67,15.92,M15SQ_BUY,tp 1524.35
295,ADAPTIVE_TREND,2020-01-02T16:00:00,2020-01-03T20:38:40,2020,16,buy,0.01,1528.23,1552.53,1516.08,1552.53,12.15,1.9893,1718.67,24.17,ATB_H4_BUY,tp 1552.53
296,MOMENTUM,2020-01-03T11:00:00,2020-01-06T01:05:00,2020,11,buy,0.02,1544.45,1559.25,1537.05,1559.25,14.8,1.983108,3725.0,29.35,MTSM_BUY,tp 1559.25
297,ADAPTIVE_TREND,2020-01-13T01:05:00,2020-01-14T02:05:40,2020,1,buy,0.01,1559.77,1543.53,1543.53,1592.25,16.24,-1.008005,1500.67,-16.37,ATB_H4_BUY,sl 1543.53
298,M15_SQUEEZE,2020-01-14T17:45:00,2020-01-14T17:50:40,2020,17,sell,0.05,1541.65,1543.66,1543.66,1538.63,10.05,-1.0,5.67,-10.05,M15SQ_SELL,sl 1543.66
299,MOMENTUM,2020-01-17T15:00:00,2020-01-21T09:56:40,2020,15,buy,0.03,1559.16,1559.69,1553.83,1569.81,15.99,0.051907,5456.67,0.83,MTSM_BUY,sl 1559.69
300,ADAPTIVE_TREND,2020-01-20T08:00:00,2020-01-21T16:22:40,2020,8,buy,0.01,1562.02,1548.81,1548.81,1588.43,13.21,-1.009841,1942.67,-13.34,ATB_H4_BUY,sl 1548.81
301,ADAPTIVE_TREND,2020-01-23T20:00:00,2020-01-28T20:00:00,2020,20,buy,0.01,1567.44,1569.87,1551.23,1599.86,16.21,0.125848,7200.0,2.04,ATB_H4_BUY,
302,MOMENTUM,2020-01-30T10:00:00,2020-01-30T16:34:40,2020,10,buy,0.03,1581.76,1576.64,1576.64,1592.01,15.36,-1.0,394.67,-15.36,MTSM_BUY,sl 1576.64
303,REVERSION,2020-01-30T21:00:00,2020-01-31T01:05:20,2020,21,sell,0.15,1584.05,1575.14,1586.58,1575.14,37.95,3.503557,245.33,132.96,RRO;Band VWAP reversion;Upper,tp 1575.14
304,M15_SQUEEZE,2020-02-12T07:00:00,2020-02-12T07:34:40,2020,7,sell,0.14,1567.18,1566.02,1567.95,1566.02,10.78,1.506494,34.67,16.24,M15SQ_SELL,tp 1566.02
305,MOMENTUM,2020-02-18T10:00:00,2020-02-18T17:28:40,2020,10,buy,0.04,1588.54,1595.96,1584.83,1595.96,14.84,2.0,448.67,29.68,MTSM_BUY,tp 1595.96
306,ADAPTIVE_TREND,2020-02-14T16:00:00,2020-02-18T17:29:40,2020,16,buy,0.01,1580.23,1598.05,1571.32,1598.05,8.91,1.970819,5849.67,17.56,ATB_H4_BUY,tp 1598.05
307,MOMENTUM,2020-02-19T11:00:00,2020-02-19T16:00:00,2020,11,buy,0.02,1607.95,1603.28,1600.87,1622.11,14.16,-0.659605,300.0,-9.34,MTSM_BUY,
308,REVERSION,2020-02-20T16:00:00,2020-02-20T17:22:40,2020,16,sell,0.13,1615.75,1619.68,1619.68,1605.29,51.09,-1.0,82.67,-51.09,RRO;Band VWAP reversion;Upper,sl 1619.68
309,MOMENTUM,2020-02-21T06:00:00,2020-02-21T15:02:40,2020,6,buy,0.02,1625.14,1638.3,1618.56,1638.3,13.16,2.0,542.67,26.32,MTSM_BUY,tp 1638.30
310,M15_SQUEEZE,2020-02-26T07:30:00,2020-02-26T10:28:40,2020,7,buy,0.04,1644.61,1648.23,1642.2,1648.23,9.64,1.502075,178.67,14.48,M15SQ_BUY,tp 1648.23
311,M15_SQUEEZE,2020-04-21T08:00:00,2020-04-21T08:18:40,2020,8,sell,0.05,1686.69,1688.84,1688.84,1683.46,10.75,-1.0,18.67,-10.75,M15SQ_SELL,sl 1688.84
312,M15_SQUEEZE,2020-04-27T15:30:00,2020-04-27T16:41:40,2020,15,buy,0.03,1719.6,1716.12,1716.12,1724.82,10.44,-1.0,71.67,-10.44,M15SQ_BUY,sl 1716.12
313,MOMENTUM,2020-05-07T16:00:00,2020-05-07T20:04:40,2020,16,buy,0.01,1698.24,1718.05,1688.33,1718.05,9.91,1.998991,244.67,19.81,MTSM_BUY,tp 1718.05
314,M15_SQUEEZE,2020-05-15T09:00:00,2020-05-15T09:21:40,2020,9,buy,0.05,1734.63,1737.67,1732.6,1737.67,10.15,1.497537,21.67,15.2,M15SQ_BUY,tp 1737.67
315,ADAPTIVE_TREND,2020-05-13T16:00:00,2020-05-15T15:44:40,2020,16,buy,0.01,1712.16,1742.77,1696.85,1742.77,15.31,1.966035,2864.67,30.1,ATB_H4_BUY,tp 1742.77
316,M15_SQUEEZE,2020-05-25T16:15:00,2020-05-25T16:38:40,2020,16,sell,0.07,1726.81,1724.51,1728.35,1724.51,10.78,1.493506,23.67,16.1,M15SQ_SELL,tp 1724.51
317,MOMENTUM,2020-05-26T06:00:00,2020-05-26T11:00:00,2020,6,buy,0.01,1734.02,1729.86,1725.19,1751.68,8.83,-0.471121,300.0,-4.16,MTSM_BUY,
318,M15_SQUEEZE,2020-05-27T14:30:00,2020-05-27T14:40:40,2020,14,sell,0.05,1704.39,1701.02,1706.64,1701.02,11.25,1.497778,10.67,16.85,M15SQ_SELL,tp 1701.02
319,MOMENTUM,2020-05-28T08:00:00,2020-05-28T20:17:20,2020,8,buy,0.02,1716.39,1717.18,1708.47,1732.24,15.84,0.099747,737.33,1.58,MTSM_BUY,sl 1717.18
320,MOMENTUM,2020-06-02T17:00:00,2020-06-02T18:26:40,2020,17,buy,0.02,1744.59,1736.44,1736.44,1760.89,16.3,-1.0,86.67,-16.3,MTSM_BUY,sl 1736.44
321,M15_SQUEEZE,2020-06-10T08:15:00,2020-06-10T09:16:40,2020,8,buy,0.06,1717.56,1717.75,1715.7,1720.36,11.16,0.102151,61.67,1.14,M15SQ_BUY,sl 1717.75
322,MOMENTUM,2020-06-10T15:00:00,2020-06-10T18:03:20,2020,15,buy,0.02,1723.63,1715.25,1715.25,1740.4,16.76,-1.0,183.33,-16.76,MTSM_BUY,sl 1715.25
323,M15_SQUEEZE,2020-06-18T07:45:00,2020-06-18T09:26:40,2020,7,buy,0.07,1728.01,1726.38,1726.38,1730.46,11.41,-1.0,101.67,-11.41,M15SQ_BUY,sl 1726.38
324,MOMENTUM,2020-06-18T12:00:00,2020-06-18T12:48:40,2020,12,buy,0.01,1733.03,1724.26,1724.26,1750.58,8.77,-1.0,48.67,-8.77,MTSM_BUY,sl 1724.26
325,M15_SQUEEZE,2020-06-19T14:45:00,2020-06-19T15:23:40,2020,14,buy,0.05,1732.51,1735.64,1730.43,1735.64,10.4,1.504808,38.67,15.65,M15SQ_BUY,tp 1735.64
326,MOMENTUM,2020-06-19T15:00:00,2020-06-22T01:05:00,2020,15,buy,0.02,1733.91,1746.91,1727.41,1746.91,13.0,1.980769,3485.0,25.75,MTSM_BUY,tp 1746.91
327,M15_SQUEEZE,2020-06-25T09:30:00,2020-06-25T09:42:40,2020,9,buy,0.04,1764.18,1767.74,1761.81,1767.74,9.48,1.50211,12.67,14.24,M15SQ_BUY,tp 1767.74
328,M15_SQUEEZE,2020-07-01T06:45:00,2020-07-01T07:12:40,2020,6,buy,0.06,1783.93,1782.22,1782.22,1786.5,10.26,-1.0,27.67,-10.26,M15SQ_BUY,sl 1782.22
329,MOMENTUM,2020-07-01T11:00:00,2020-07-01T13:32:40,2020,11,buy,0.02,1787.91,1781.47,1781.47,1800.78,12.88,-1.0,152.67,-12.88,MTSM_BUY,sl 1781.47
330,MOMENTUM,2020-07-06T15:00:00,2020-07-07T06:00:00,2020,15,buy,0.03,1779.39,1782.74,1773.85,1790.46,16.62,0.581829,900.0,9.67,MTSM_BUY,
331,ADAPTIVE_TREND,2020-07-06T16:00:00,2020-07-08T16:28:20,2020,16,buy,0.01,1783.35,1811.88,1769.09,1811.88,14.26,1.982468,2908.33,28.27,ATB_H4_BUY,tp 1811.88
332,MOMENTUM,2020-07-08T12:00:00,2020-07-08T16:35:20,2020,12,buy,0.02,1799.64,1814.83,1792.05,1814.83,15.18,2.001318,275.33,30.38,MTSM_BUY,tp 1814.83
333,MOMENTUM,2020-07-15T11:00:00,2020-07-15T14:04:40,2020,11,buy,0.02,1811.88,1805.31,1805.31,1825.02,13.14,-1.0,184.67,-13.14,MTSM_BUY,sl 1805.31
334,M15_SQUEEZE,2020-07-20T08:00:00,2020-07-20T08:48:40,2020,8,buy,0.11,1808.89,1808.99,1807.89,1810.39,11.0,0.1,48.67,1.1,M15SQ_BUY,sl 1808.99
335,MOMENTUM,2020-07-21T10:00:00,2020-07-21T15:21:40,2020,10,buy,0.02,1822.88,1836.36,1816.14,1836.36,13.48,2.0,321.67,26.96,MTSM_BUY,tp 1836.36
336,M15_SQUEEZE,2020-09-10T08:30:00,2020-09-10T08:49:40,2020,8,buy,0.07,1947.86,1946.39,1946.39,1950.07,10.29,-1.0,19.67,-10.29,M15SQ_BUY,sl 1946.39
337,M15_SQUEEZE,2020-09-10T13:00:00,2020-09-10T14:50:40,2020,13,buy,0.03,1949.13,1946.06,1946.06,1953.73,9.21,-1.0,110.67,-9.21,M15SQ_BUY,sl 1946.06
338,MOMENTUM,2020-09-15T06:00:00,2020-09-15T16:51:40,2020,6,buy,0.02,1963.27,1954.71,1954.71,1980.39,17.12,-1.0,651.67,-17.12,MTSM_BUY,sl 1954.71
339,M15_SQUEEZE,2020-09-18T08:45:00,2020-09-18T08:47:20,2020,8,buy,0.06,1953.86,1951.97,1951.97,1956.7,11.34,-1.0,2.33,-11.34,M15SQ_BUY,sl 1951.97
340,M15_SQUEEZE,2020-09-25T12:45:00,2020-09-25T13:04:40,2020,12,sell,0.03,1868.59,1864.24,1871.49,1864.24,8.7,1.5,19.67,13.05,M15SQ_SELL,tp 1864.24
341,MOMENTUM,2020-10-08T16:00:00,2020-10-08T17:01:40,2020,16,buy,0.02,1898.34,1889.82,1889.82,1915.39,17.04,-1.0,61.67,-17.04,MTSM_BUY,sl 1889.82
342,MOMENTUM,2020-10-09T11:00:00,2020-10-09T21:32:20,2020,11,buy,0.02,1913.25,1929.47,1905.14,1929.47,16.22,2.0,632.33,32.44,MTSM_BUY,tp 1929.47
343,MOMENTUM,2020-10-19T14:00:00,2020-10-19T16:45:40,2020,14,buy,0.02,1913.61,1907.39,1907.39,1926.06,12.44,-1.0,165.67,-12.44,MTSM_BUY,sl 1907.39
344,MOMENTUM,2020-11-09T06:00:00,2020-11-09T13:46:40,2020,6,buy,0.01,1960.86,1951.96,1951.96,1978.66,8.9,-1.0,466.67,-8.9,MTSM_BUY,sl 1951.96
345,MOMENTUM,2020-11-20T08:00:00,2020-11-20T09:42:40,2020,8,buy,0.02,1869.01,1861.61,1861.61,1883.81,14.8,-1.0,102.67,-14.8,MTSM_BUY,sl 1861.61
346,MOMENTUM,2020-12-01T10:00:00,2020-12-01T13:16:40,2020,10,buy,0.01,1791.01,1808.51,1782.26,1808.51,8.75,2.0,196.67,17.5,MTSM_BUY,tp 1808.51
347,M15_SQUEEZE,2020-12-11T08:00:00,2020-12-11T08:34:40,2020,8,sell,0.07,1834.74,1836.33,1836.33,1832.35,11.13,-1.0,34.67,-11.13,M15SQ_SELL,sl 1836.33
348,M15_SQUEEZE,2020-12-14T07:30:00,2020-12-14T10:17:40,2020,7,sell,0.07,1833.88,1831.44,1835.51,1831.44,11.41,1.496933,167.67,17.08,M15SQ_SELL,tp 1831.44
349,MOMENTUM,2020-12-16T11:00:00,2020-12-16T15:20:40,2020,11,buy,0.01,1861.8,1852.63,1852.63,1880.14,9.17,-1.0,260.67,-9.17,MTSM_BUY,sl 1852.63
350,MOMENTUM,2020-12-17T07:00:00,2020-12-17T10:37:40,2020,7,buy,0.02,1868.44,1882.44,1861.44,1882.44,14.0,2.0,217.67,28.0,MTSM_BUY,tp 1882.44
