TestWindow,Component,EntryTime,Profit,InitialRiskMoney,RiskR,D1AbsMomentumPercent,SourceEvidence
2024,MTSM_CAP12_ANNUAL,2024-07-03T16:00:00,0.39,8.85,0.044068,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-07-10T10:00:00,24.38,12.16,2.004934,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-07-30T17:00:00,-8.46,8.43,-1.003559,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-07-31T17:00:00,19.60,9.8,2,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,R20_CURRENT_SOURCE_ANNUAL,2024-08-09T07:15:00,-13.93,23.66,-0.588757,,R20_REPORT_SHA256_8A113F91B66B64ACB52A685AF530C196CB64557FEF09A41641C93EEDE0E89860
2024,R20_CURRENT_SOURCE_ANNUAL,2024-08-13T09:00:00,-12.08,21.8,-0.554128,,R20_REPORT_SHA256_8A113F91B66B64ACB52A685AF530C196CB64557FEF09A41641C93EEDE0E89860
2024,R20_CURRENT_SOURCE_ANNUAL,2024-08-26T07:15:00,69.30,21.33,3.248945,,R20_REPORT_SHA256_8A113F91B66B64ACB52A685AF530C196CB64557FEF09A41641C93EEDE0E89860
2024,MTSM_CAP12_ANNUAL,2024-08-29T09:00:00,-8.05,7.99,-1.007509,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-09-05T09:00:00,18.02,9.01,2,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-09-16T07:00:00,-8.92,8.92,-1,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-10-01T13:00:00,20.02,9.99,2.004004,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-10-04T08:00:00,-6.95,9.56,-0.726987,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,RRO_DI12_CAP12_CONTINUOUS,2024-10-09T18:00:00,178.31,49.05,3.63527,10.018463,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2024,MTSM_CAP12_ANNUAL,2024-10-30T08:00:00,-4.67,7.79,-0.599487,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,MTSM_CAP12_ANNUAL,2024-12-20T16:00:00,19.82,9.89,2.004044,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2024,RRO_DI12_CAP12_CONTINUOUS,2024-12-31T20:00:00,-42.84,40.8,-1.05,10.604813,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2025,MTSM_CAP12_ANNUAL,2025-01-10T11:00:00,-9.29,9.06,-1.025386,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2025,MTSM_CAP12_ANNUAL,2025-01-28T16:00:00,11.77,9.23,1.27519,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2025,MTSM_CAP12_ANNUAL,2025-01-30T09:00:00,15.30,7.64,2.002618,,RDMC_CAP12_MODEL4_ANNUAL_TRADES
2025,R20_CURRENT_SOURCE_ANNUAL,2025-03-05T16:30:00,39.58,22.04,1.795826,,R20_REPORT_SHA256_1E25B9695B509EEC014BB446CF8E644FC8067BE5BEB1323F6DC07C1AF0B49EA5
2025,R20_CURRENT_SOURCE_ANNUAL,2025-08-08T14:45:00,15.78,20.4,0.773529,,R20_REPORT_SHA256_1E25B9695B509EEC014BB446CF8E644FC8067BE5BEB1323F6DC07C1AF0B49EA5
2025,R20_CURRENT_SOURCE_ANNUAL,2025-08-12T15:15:00,-6.58,17.8,-0.369663,,R20_REPORT_SHA256_1E25B9695B509EEC014BB446CF8E644FC8067BE5BEB1323F6DC07C1AF0B49EA5
2026_ytd,RRO_DI12_CAP12_CONTINUOUS,2026-05-25T05:00:00,71.47,38.86,1.839166,9.037215,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
2026_ytd,RRO_DI12_CAP12_CONTINUOUS,2026-07-06T03:00:00,137.71,40.44,3.405292,6.377254,RC2_MOMENTUM_RISK_EXTENSION_MODEL4_TRADES
